id,option_label_nl,option_label_en
opt-isolatie-2402-2-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-isolatie-2402-2-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-isolatie-2402-2-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-isolatie-2403-1-anders,Anders,Other
opt-isolatie-2403-1-begane_grond_vloer,Begane grond vloer,Begane grond vloer
opt-isolatie-2403-1-kruipruimte,Kruipruimte,Kruipruimte
opt-isolatie-2403-2-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-isolatie-2403-2-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-isolatie-2403-2-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-isolatie-2403-2-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-isolatie-2403-3-ja,Ja,Yes
opt-isolatie-2403-3-nee,Nee,No
opt-isolatie-2404-1-anders,Anders,Other
opt-isolatie-2404-1-hout,Hout,Wood
opt-isolatie-2404-1-steenstrips,Steenstrips,Steenstrips
opt-isolatie-2404-1-stucwerk,Stucwerk,Stucwerk
opt-isolatie-2404-2-ja,Ja,Yes
opt-isolatie-2404-2-nee,Nee,No
opt-isolatie-2404-2-weet_ik_niet,Weet ik niet,I do not know
opt-isolatie-2405-1-ja,Ja,Yes
opt-isolatie-2405-1-nee,Nee,No
opt-isolatie-2405-2-geen_voorkeur,Geen voorkeur,Geen voorkeur
opt-isolatie-2405-2-glaswol,Glaswol,Glaswol
opt-isolatie-2405-2-houtvezelplaten,Houtvezelplaten,Woodvezelphave
opt-isolatie-2405-2-pir_pur_platen,PIR/PUR platen,PIR/PUR phave
opt-it-apparatuur-401-1-anders,Anders,Other
opt-it-apparatuur-401-1-computers_laptops,Computers / laptops,Computers / laptops
opt-it-apparatuur-401-1-printers_copiers,Printers / copiers,Printers / copiers
opt-it-apparatuur-401-1-servers_netwerkapparatuur,Servers / netwerkapparatuur,Servers / network equipment
opt-it-apparatuur-401-1-telefooncentrale_voip,Telefooncentrale / VOIP,Telephone exchange / VOIP
opt-it-apparatuur-401-2-1_5,1–5,1-5
opt-it-apparatuur-401-2-21_50,21–50,21-50
opt-it-apparatuur-401-2-6_20,6–20,6-20
opt-it-apparatuur-401-2-meer_dan_50,Meer dan 50,More than 50
opt-it-apparatuur-401-3-ja,Ja,Yes
opt-it-apparatuur-401-3-nee,Nee,No
opt-it-apparatuur-402-1-anders,Anders,Other
opt-it-apparatuur-402-1-computers_laptops,Computers/laptops,Computers/laptops
opt-it-apparatuur-402-1-printers,Printers,Printers
opt-it-apparatuur-402-1-servers_netwerk,Servers/netwerk,Servers/network
opt-it-apparatuur-402-1-telefooncentrale,Telefooncentrale,Telephone exchange
opt-it-apparatuur-402-2-defect,Defect,Defective
opt-it-apparatuur-402-2-upgraden_naar_beter_model,Upgraden naar beter model,Upgrade to better model
opt-it-apparatuur-402-2-verouderd,Verouderd,Outdated
opt-it-apparatuur-402-3-ja,Ja,Yes
opt-it-apparatuur-402-3-nee,Nee,No
opt-it-apparatuur-403-1-anders,Anders,Other
opt-it-apparatuur-403-1-computer_laptop,Computer/laptop,Computer/laptop
opt-it-apparatuur-403-1-printer,Printer,Printer
opt-it-apparatuur-403-1-server,Server,Server
opt-it-apparatuur-403-1-telefooncentrale,Telefooncentrale,Telephone exchange
opt-it-apparatuur-403-2-anders,Anders,Other
opt-it-apparatuur-403-2-hardware_kapot,Hardware kapot,Hardware broken
opt-it-apparatuur-403-2-netwerkprobleem,Netwerkprobleem,Network problem
opt-it-apparatuur-403-2-softwarefout,Softwarefout,Software error
opt-it-apparatuur-403-2-start_niet_op_defect,Start niet op / defect,Does not start / defective
opt-it-apparatuur-404-1-alles_in_een_pakket,Alles-in-één pakket,All-in-one package
opt-it-apparatuur-404-1-computers_laptops,Computers/laptops,Computers/laptops
opt-it-apparatuur-404-1-printers,Printers,Printers
opt-it-apparatuur-404-1-servers_netwerk,Servers/netwerk,Servers/network
opt-it-apparatuur-404-2-jaarlijks,Jaarlijks,Yearly
opt-it-apparatuur-404-2-maandelijks,Maandelijks,Monthly
opt-it-apparatuur-404-2-per_kwartaal,Per kwartaal,Quarterly
opt-kantoorapparatuur-6001-1-anders,Anders,Other
opt-kantoorapparatuur-6001-1-beamer_presentatieapparatuur,Beamer / presentatieapparatuur,Projector / presentation equipment
opt-kantoorapparatuur-6001-1-computers_laptops,Computers / laptops,Computers / laptops
opt-kantoorapparatuur-6001-1-koffiemachine,Koffiemachine,Coffee machine
opt-kantoorapparatuur-6001-1-kopieerapparaat,Kopieerapparaat,Copier
opt-kantoorapparatuur-6001-1-printer_multifunctional,Printer / multifunctional,Printer / multifunctional
opt-kantoorapparatuur-6001-1-servers_netwerkapparatuur,Servers / netwerkapparatuur,Servers / network equipment
opt-kantoorapparatuur-6001-2-groot_bedrijf,Groot bedrijf,Large company
opt-kantoorapparatuur-6001-2-klein_kantoor,Klein kantoor,Small office
opt-kantoorapparatuur-6001-2-middelgroot_bedrijf,Middelgroot bedrijf,Medium-sized company
opt-kantoorapparatuur-6001-2-school_instelling,School / instelling,School / institution
opt-kantoorapparatuur-6001-3-1,1,1
opt-kantoorapparatuur-6001-3-2_5,2–5,2-5
opt-kantoorapparatuur-6001-3-6_10,6–10,6-10
opt-kantoorapparatuur-6001-3-meer_dan_10,Meer dan 10,More than 10
opt-kantoorapparatuur-6002-1-anders,Anders,Other
opt-kantoorapparatuur-6002-1-ict_apparatuur,"ICT-apparatuur (computers, laptops, servers)","ICT equipment (computers, laptops, servers)"
opt-kantoorapparatuur-6002-1-koffiemachine,Koffiemachine,Coffee machine
opt-kantoorapparatuur-6002-1-printer_kopieerapparaat,Printer / kopieerapparaat,Printer / copier
opt-kantoorapparatuur-6002-2-betere_prestaties_energie_efficientie,Betere prestaties / energie-efficiëntie,Better performance / energy efficiency
opt-kantoorapparatuur-6002-2-defect,Defect,Defective
opt-kantoorapparatuur-6002-2-verouderd,Verouderd,Outdated
opt-kantoorapparatuur-6002-3-ja,Ja,Yes
opt-kantoorapparatuur-6002-3-nee,Nee,No
opt-kantoorapparatuur-6003-1-anders,Anders,Other
opt-kantoorapparatuur-6003-1-geeft_foutmeldingen,Geeft foutmeldingen,Shows error messages
opt-kantoorapparatuur-6003-1-maakt_lawaai,Maakt lawaai,Makes noise
opt-kantoorapparatuur-6003-1-slechte_print_beeldkwaliteit,Slechte print- of beeldkwaliteit,Poor print or image quality
opt-kantoorapparatuur-6003-1-werkt_niet_meer,Werkt niet meer,Does not work anymore
opt-kantoorapparatuur-6003-2-0_2_jaar,0–2 jaar,0-2 years
opt-kantoorapparatuur-6003-2-2_5_jaar,2–5 jaar,2-5 years
opt-kantoorapparatuur-6003-2-5_10_jaar,5–10 jaar,5-10 years
opt-kantoorapparatuur-6003-2-ouder_dan_10_jaar,Ouder dan 10 jaar,Older than 10 years
opt-kantoorapparatuur-6004-1-periodiek_onderhoud,Periodiek onderhoud,Periodic maintenance
opt-kantoorapparatuur-6004-1-schoonmaken_reinigen,Schoonmaken / reinigen,Clean / clean
opt-kantoorapparatuur-6004-1-software_updates_optimalisatie,Software-updates en optimalisatie,Software updates and optimization
opt-kantoorapparatuur-6004-1-volledig_onderhoudscontract,Volledig onderhoudscontract,Complete maintenance contract
opt-kantoorapparatuur-6004-2-eenmalig,Eenmalig,One-time
opt-kantoorapparatuur-6004-2-halfjaarlijks,Halfjaarlijks,Semi-annually
opt-kantoorapparatuur-6004-2-jaarlijks,Jaarlijks,Yearly
opt-kantoorapparatuur-6004-2-per_kwartaal,Per kwartaal,Quarterly
opt-keuken-2501-1-anders,Anders,Other
opt-keuken-2501-1-hoekkeuken,Hoekkeuken,Hoekkeuken
opt-keuken-2501-1-keuken_met_kookeiland,Keuken met kookeiland,Keuken met kookeiland
opt-keuken-2501-1-rechte_keuken,Rechte keuken,Rechte keuken
opt-keuken-2501-1-ukeuken,U-keuken,U-keuken
opt-keuken-2501-2-ja,Ja,Yes
opt-keuken-2501-2-nee,Nee,No
opt-keuken-2501-3-ja,Ja,Yes
opt-keuken-2501-3-nee,Nee,No
opt-keuken-2502-1-kastdeuren_vervangen,Kastdeuren vervangen,Kastdeuren replace
opt-keuken-2502-1-keukenblad_vervangen,Keukenblad vervangen,Keukenblad replace
opt-keuken-2502-1-nieuwe_apparatuur,Nieuwe apparatuur,Newe apparatuur
opt-keuken-2502-1-volledige_renovatie,Volledige renovatie,Complete renovatie
opt-keuken-2502-2-ja,Ja,Yes
opt-keuken-2502-2-nee,Nee,No
opt-keuken-2502-2-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-keuken-2503-1-anders,Anders,Other
opt-keuken-2503-1-composiet,Composiet,Composiet
opt-keuken-2503-1-hout,Hout,Wood
opt-keuken-2503-1-kunststof,Kunststof,Kunststof
opt-keuken-2503-1-natuursteen,Natuursteen,Natural stone
opt-keuken-2503-2-ja,Ja,Yes
opt-keuken-2503-2-nee,Nee,No
opt-keuken-2504-1-1020,10–20,10–20
opt-keuken-2504-1-510,5–10,5–10
opt-keuken-2504-1-meer_dan_20,Meer dan 20,Meer dan 20
opt-keuken-2504-1-minder_dan_5,Minder dan 5,Minder dan 5
opt-keuken-2504-2-anders,Anders,Other
opt-keuken-2504-2-fineer,Fineer,Fineer
opt-keuken-2504-2-gelakt,Gelakt,Gelakt
opt-keuken-2504-2-hout,Hout,Wood
opt-keuken-2505-1-koelkast,Koelkast,Koelkast
opt-keuken-2505-1-kookplaat,Kookplaat,Kookplaat
opt-keuken-2505-1-meerdere_apparaten,Meerdere apparaten,Meerdere apparaten
opt-keuken-2505-1-oven,Oven,Oven
opt-keuken-2505-1-vaatwasser,Vaatwasser,Vaatwasser
opt-keuken-2505-2-ja,Ja,Yes
opt-keuken-2505-2-nee,Nee,No
opt-laadpaal-2601-1-bedrijfsterrein,Bedrijfsterrein,Bedrijfsterrein
opt-laadpaal-2601-1-garage,Garage,Garage
opt-laadpaal-2601-1-oprit___voor_de_woning,Oprit / voor de woning,Driveway / voor de woning
opt-laadpaal-2601-2-1fase_37_kw,"1-fase (3,7 kW)","1-fase (3,7 kW)"
opt-laadpaal-2601-2-3fase_11_kw,3-fase (11 kW),3-fase (11 kW)
opt-laadpaal-2601-2-snel_lader_22_kw_of_meer,Snel lader (22 kW of meer),Snel lader (22 kW of meer)
opt-laadpaal-2601-2-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-laadpaal-2601-3-ja,Ja,Yes
opt-laadpaal-2601-3-nee,Nee,No
opt-laadpaal-2602-1-andere_reden,Andere reden,Andere reden
opt-laadpaal-2602-1-defect,Defect,Defect
opt-laadpaal-2602-1-hogere_capaciteit_gewenst,Hogere capaciteit gewenst,Hogere capaciteit gewenst
opt-laadpaal-2602-1-verouderd,Verouderd,Outdated
opt-laadpaal-2602-2-1fase,1-fase,1-fase
opt-laadpaal-2602-2-3fase,3-fase,3-fase
opt-laadpaal-2602-2-snel_lader,Snel lader,Snel lader
opt-laadpaal-2602-2-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-laadpaal-2602-3-ja,Ja,Yes
opt-laadpaal-2602-3-nee,Nee,No
opt-laadpaal-2603-1-anders,Anders,Other
opt-laadpaal-2603-1-display_software_storing,Display/software storing,Display/software storing
opt-laadpaal-2603-1-kabel_defect,Kabel defect,Kabel defect
opt-laadpaal-2603-1-laadpaal_laadt_niet,Laadpaal laadt niet,Laadpaal laadt niet
opt-laadpaal-2603-2-02_jaar,0–2 jaar,0–2 jaar
opt-laadpaal-2603-2-25_jaar,2–5 jaar,2–5 jaar
opt-laadpaal-2603-2-510_jaar,5–10 jaar,5–10 jaar
opt-laadpaal-2603-2-ouder_dan_10_jaar,Ouder dan 10 jaar,Oldr dan 10 jaar
opt-loodgieter-2701-1-afvoer,Afvoer,Afvoer
opt-loodgieter-2701-1-anders,Anders,Other
opt-loodgieter-2701-1-keuken_aansluiting,Keuken aansluiting,Keuken aansluiting
opt-loodgieter-2701-1-sanitaire_voorzieningen_toilet_douche_bad,"Sanitaire voorzieningen (toilet, douche, bad)","Sanitaire voorzieningen (toilet, douche, bad)"
opt-loodgieter-2701-1-waterleiding,Waterleiding,Waterleiding
opt-loodgieter-2701-2-appartement,Appartement,Appartement
opt-loodgieter-2701-2-bedrijfspand,Bedrijfspand,Bedrijfspand
opt-loodgieter-2701-2-woning,Woning,Woning
opt-loodgieter-2701-3-ja,Ja,Yes
opt-loodgieter-2701-3-nee,Nee,No
opt-loodgieter-2702-1-anders,Anders,Other
opt-loodgieter-2702-1-cvleiding_probleem,Cv-leiding probleem,Cv-leiding probleem
opt-loodgieter-2702-1-lekkende_kraan,Lekkende kraan,Lekkende kraan
opt-loodgieter-2702-1-lekkende_leiding,Lekkende leiding,Lekkende leiding
opt-loodgieter-2702-1-verstopt_toilet_of_afvoer,Verstopt toilet of afvoer,Verstopt toilet of afvoer
opt-loodgieter-2702-2-anders,Anders,Other
opt-loodgieter-2702-2-badkamer,Badkamer,Badkamer
opt-loodgieter-2702-2-keuken,Keuken,Keuken
opt-loodgieter-2702-2-toilet,Toilet,Toilet
opt-loodgieter-2702-3-binnen_enkele_dagen,Binnen enkele dagen,Indoor enkele dagen
opt-loodgieter-2702-3-geen_haast,Geen haast,Geen haast
opt-loodgieter-2702-3-zeer_dringend_spoed,Zeer dringend (spoed),Zeer dringend (spoed)
opt-loodgieter-2703-1-complete_installatie_nakijken,Complete installatie nakijken,Complete installatie nakijken
opt-loodgieter-2703-1-cvleidingen_spoelen,Cv-leidingen spoelen,Cv-leidingen spoelen
opt-loodgieter-2703-1-leidingwerk_controleren,Leidingwerk controleren,Leidingwerk controleren
opt-loodgieter-2703-1-waterdruk_regelen,Waterdruk regelen,Waterdruk regelen
opt-loodgieter-2703-2-eenmalig,Eenmalig,One-time
opt-loodgieter-2703-2-halfjaarlijks,Halfjaarlijks,Halfjaarlijks
opt-loodgieter-2703-2-jaarlijks,Jaarlijks,Yesarlijks
opt-loodgieter-2704-1-afvoer_keuken,Afvoer keuken,Afvoer keuken
opt-loodgieter-2704-1-douche_bad,Douche/bad,Douche/bad
opt-loodgieter-2704-1-hoofdleiding,Hoofdleiding,Hoofdleiding
opt-loodgieter-2704-1-toilet,Toilet,Toilet
opt-loodgieter-2704-2-helemaal_verstopt,Helemaal verstopt,Helemaal verstopt
opt-loodgieter-2704-2-water_loopt_langzaam_weg,Water loopt langzaam weg,Water loopt langzaam weg
opt-loodgieter-2704-3-binnen_enkele_dagen,Binnen enkele dagen,Indoor enkele dagen
opt-loodgieter-2704-3-geen_haast,Geen haast,Geen haast
opt-loodgieter-2704-3-zeer_dringend_spoed,Zeer dringend (spoed),Zeer dringend (spoed)
opt-maatwerk-2801-1-anders,Anders,Other
opt-maatwerk-2801-1-boekenkast,Boekenkast,Boekenkast
opt-maatwerk-2801-1-inbouwkast,Inbouwkast,Inbouwkast
opt-maatwerk-2801-1-kledingkast,Kledingkast,Kledingkast
opt-maatwerk-2801-1-tv_wandmeubel,TV-/wandmeubel,TV-/wandmeubel
opt-maatwerk-2801-2-anders,Anders,Other
opt-maatwerk-2801-2-hal,Hal,Hal
opt-maatwerk-2801-2-slaapkamer,Slaapkamer,Slaapkamer
opt-maatwerk-2801-2-woonkamer,Woonkamer,Woonkamer
opt-maatwerk-2801-2-zolder,Zolder,Zolder
opt-maatwerk-2801-3-anders,Anders,Other
opt-maatwerk-2801-3-fineer,Fineer,Fineer
opt-maatwerk-2801-3-gelakt,Gelakt,Gelakt
opt-maatwerk-2801-3-hout,Hout,Wood
opt-maatwerk-2802-1-anders,Anders,Other
opt-maatwerk-2802-1-hoekkeuken,Hoekkeuken,Hoekkeuken
opt-maatwerk-2802-1-kookeiland,Kookeiland,Kookeiland
opt-maatwerk-2802-1-rechte_keuken,Rechte keuken,Rechte keuken
opt-maatwerk-2802-2-ja,Ja,Yes
opt-maatwerk-2802-2-nee,Nee,No
opt-maatwerk-2802-3-ja,Ja,Yes
opt-maatwerk-2802-3-nee,Nee,No
opt-maatwerk-2803-1-ander_meubel,Ander meubel,Ander meubel
opt-maatwerk-2803-1-bureau,Bureau,Bureau
opt-maatwerk-2803-1-dressoir,Dressoir,Dressoir
opt-maatwerk-2803-1-tafel,Tafel,Tafel
opt-maatwerk-2803-2-anders,Anders,Other
opt-maatwerk-2803-2-kantoor,Kantoor,Kantoor
opt-maatwerk-2803-2-slaapkamer,Slaapkamer,Slaapkamer
opt-maatwerk-2803-2-woonkamer,Woonkamer,Woonkamer
opt-maatwerk-2804-1-anders,Anders,Other
opt-maatwerk-2804-1-deuren,Deuren,Deuren
opt-maatwerk-2804-1-trappen,Trappen,Trappen
opt-maatwerk-2804-1-wandbekleding,Wandbekleding,Wandbekleding
opt-maatwerk-2804-2-ja_een_schets_of_plan,"Ja, een schets of plan","Yes, een schets of plan"
opt-maatwerk-2804-2-nee_ik_zoek_advies,"Nee, ik zoek advies","No, ik zoek advies"
opt-metselaar-2901-1-anders,Anders,Other
opt-metselaar-2901-1-garage,Garage,Garage
opt-metselaar-2901-1-schuur_aanbouw,Schuur/aanbouw,Schuur/aanbouw
opt-metselaar-2901-1-woning,Woning,Woning
opt-metselaar-2901-2-groot_50200_m,Groot (50–200 m²),Large (50-200 sqm)
opt-metselaar-2901-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-metselaar-2901-2-middel_1050_m,Middel (10–50 m²),Medium (10-50 sqm)
opt-metselaar-2901-2-zeer_groot_200_m,Zeer groot (200+ m²),Very large (200+ m²)
opt-metselaar-2901-3-ja,Ja,Yes
opt-metselaar-2901-3-nee,Nee,No
opt-metselaar-2902-1-anders,Anders,Other
opt-metselaar-2902-1-deel_van_muur_opnieuw_opbouwen,Deel van muur opnieuw opbouwen,Deel van muur opnieuw opbouwen
opt-metselaar-2902-1-scheuren_in_muur,Scheuren in muur,Scheuren in muur
opt-metselaar-2902-1-uitgebroken_stenen_vervangen,Uitgebroken stenen vervangen,Uitgebroken stenen replace
opt-metselaar-2902-2-anders,Anders,Other
opt-metselaar-2902-2-binnenmuur,Binnenmuur,Indoormuur
opt-metselaar-2902-2-buitenmuur,Buitenmuur,Outdoormuur
opt-metselaar-2902-2-schouw___open_haard,Schouw / open haard,Schouw / open haard
opt-metselaar-2902-3-groot_hele_muur,Groot (hele muur),Large (hele muur)
opt-metselaar-2902-3-klein_enkele_stenen,Klein (enkele stenen),Small (enkele stenen)
opt-metselaar-2902-3-middel_deel_van_muur,Middel (deel van muur),Medium (deel van muur)
opt-metselaar-2903-1-bestaande_voegen_herstellen,Bestaande voegen herstellen,Existing voegen herstellen
opt-metselaar-2903-1-hele_muur_opnieuw_voegen,Hele muur opnieuw voegen,Hele muur opnieuw voegen
opt-metselaar-2903-1-voegwerk_verwijderen__vervangen,Voegwerk verwijderen \+ vervangen,Voegwerk remove \+ replace
opt-metselaar-2903-2-groot_50200_m,Groot (50–200 m²),Large (50-200 sqm)
opt-metselaar-2903-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-metselaar-2903-2-middel_1050_m,Middel (10–50 m²),Medium (10-50 sqm)
opt-metselaar-2903-2-zeer_groot_200_m,Zeer groot (200+ m²),Very large (200+ m²)
opt-metselaar-2903-3-ja,Ja,Yes
opt-metselaar-2903-3-nee,Nee,No
opt-metselaar-2904-1-anders,Anders,Other
opt-metselaar-2904-1-decoratieve_muur___sierwand,Decoratieve muur / sierwand,Decoratieve muur / sierwand
opt-metselaar-2904-1-schuttingfundering,Schuttingfundering,Schuttingfundering
opt-metselaar-2904-1-tuinmuur,Tuinmuur,Gardenmuur
opt-metselaar-2904-2-12_meter,1–2 meter,1-2 meters
opt-metselaar-2904-2-hoger_dan_2_meter,Hoger dan 2 meter,Higher than 2 meters
opt-metselaar-2904-2-tot_1_meter,Tot 1 meter,Up to 1 meter
opt-metselaar-2904-3-ja_bijvoorbeeld_natuursteen_afdekkers,Ja (bijvoorbeeld natuursteen afdekkers),Yes (bijvoorbeeld natuursteen afdekkers)
opt-metselaar-2904-3-nee,Nee,No
opt-muurisolatie-3001-1-appartement,Appartement,Appartement
opt-muurisolatie-3001-1-hoekwoning,Hoekwoning,Hoekwoning
opt-muurisolatie-3001-1-rijtjeshuis,Rijtjeshuis,Rijtjeshuis
opt-muurisolatie-3001-1-tweeondereenkap,Twee-onder-een-kap,Twee-onder-een-kap
opt-muurisolatie-3001-1-vrijstaande_woning,Vrijstaande woning,Vrijstaande woning
opt-muurisolatie-3001-2-ja_maar_deels,"Ja, maar deels","Yes, maar deels"
opt-muurisolatie-3001-2-nee,Nee,No
opt-muurisolatie-3001-2-weet_ik_niet,Weet ik niet,I do not know
opt-muurisolatie-3001-3-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-muurisolatie-3001-3-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-muurisolatie-3001-3-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-muurisolatie-3001-3-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-muurisolatie-3002-1-meerdere_ruimtes,Meerdere ruimtes,Meerdere ruimtes
opt-muurisolatie-3002-1-slaapkamer,Slaapkamer,Slaapkamer
opt-muurisolatie-3002-1-woonkamer,Woonkamer,Woonkamer
opt-muurisolatie-3002-1-zolder,Zolder,Zolder
opt-muurisolatie-3002-2-anders,Anders,Other
opt-muurisolatie-3002-2-gipsplaten,Gipsplaten,Gipsphave
opt-muurisolatie-3002-2-stucwerk,Stucwerk,Stucwerk
opt-muurisolatie-3002-3-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-muurisolatie-3002-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-muurisolatie-3002-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-muurisolatie-3002-3-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-muurisolatie-3003-1-anders,Anders,Other
opt-muurisolatie-3003-1-hout,Hout,Wood
opt-muurisolatie-3003-1-steenstrips,Steenstrips,Steenstrips
opt-muurisolatie-3003-1-stucwerk,Stucwerk,Stucwerk
opt-muurisolatie-3003-2-ja,Ja,Yes
opt-muurisolatie-3003-2-nee,Nee,No
opt-muurisolatie-3003-2-weet_ik_niet,Weet ik niet,I do not know
opt-muurisolatie-3003-3-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-muurisolatie-3003-3-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-muurisolatie-3003-3-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-muurisolatie-3003-3-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-nieuwbouw-3101-1-rijtjeswoning,Rijtjeswoning,Rijtjeswoning
opt-nieuwbouw-3101-1-tweeondereenkap,Twee-onder-een-kap,Twee-onder-een-kap
opt-nieuwbouw-3101-1-villa,Villa,Villa
opt-nieuwbouw-3101-1-vrijstaand_huis,Vrijstaand huis,Vrijstaand huis
opt-nieuwbouw-3101-2-ja,Ja,Yes
opt-nieuwbouw-3101-2-nee,Nee,No
opt-nieuwbouw-3101-3-ja,Ja,Yes
opt-nieuwbouw-3101-3-nee,Nee,No
opt-nieuwbouw-3102-1-1_appartement,1 appartement,1 appartement
opt-nieuwbouw-3102-1-meerdere_appartementen,Meerdere appartementen,Meerdere appartementen
opt-nieuwbouw-3102-2-ja,Ja,Yes
opt-nieuwbouw-3102-2-nee,Nee,No
opt-nieuwbouw-3102-3-alleen_ruwbouw,Alleen ruwbouw,Alleen ruwbouw
opt-nieuwbouw-3102-3-ruwbouw__afwerking,Ruwbouw \+ afwerking,Ruwbouw \+ afwerking
opt-nieuwbouw-3103-1-ander_bijgebouw,Ander bijgebouw,Ander bijgebouw
opt-nieuwbouw-3103-1-carport,Carport,Carport
opt-nieuwbouw-3103-1-garage,Garage,Garage
opt-nieuwbouw-3103-1-tuinhuis_poolhouse,Tuinhuis/poolhouse,Gardenhuis/poolhouse
opt-nieuwbouw-3103-2-anders,Anders,Other
opt-nieuwbouw-3103-2-hout,Hout,Wood
opt-nieuwbouw-3103-2-steen_beton,Steen/beton,Steen/beton
opt-nieuwbouw-3103-3-groot_50_m,Groot (50+ m²),Large (50+ m²)
opt-nieuwbouw-3103-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-nieuwbouw-3103-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-nieuwbouw-3104-1-anders,Anders,Other
opt-nieuwbouw-3104-1-kantoor,Kantoor,Kantoor
opt-nieuwbouw-3104-1-magazijn,Magazijn,Magazijn
opt-nieuwbouw-3104-1-winkelpand,Winkelpand,Winkelpand
opt-nieuwbouw-3104-2-groot_5001000_m,Groot (500–1000 m²),Large (500–1000 m²)
opt-nieuwbouw-3104-2-klein_tot_100_m,Klein (tot 100 m²),Small (tot 100 m²)
opt-nieuwbouw-3104-2-middel_100500_m,Middel (100–500 m²),Medium (100–500 m²)
opt-nieuwbouw-3104-2-zeer_groot_1000_m,Zeer groot (1000+ m²),Very large (1000+ m²)
opt-nieuwbouw-3104-3-ja,Ja,Yes
opt-nieuwbouw-3104-3-nee,Nee,No
opt-omheining-3201-1-anders,Anders,Other
opt-omheining-3201-1-betonplaten,Betonplaten,Concrete panels
opt-omheining-3201-1-draadomheining,Draadomheining,Wire fencing
opt-omheining-3201-1-houten_schutting,Houten schutting,Wooden fence
opt-omheining-3201-1-steenkorven_gabion,Steenkorven (gabion),Stone baskets (gabion)
opt-omheining-3201-2-1_2_meter,1–2 meter,1-2 meters
opt-omheining-3201-2-hoger_dan_2_meter,Hoger dan 2 meter,Higher than 2 meters
opt-omheining-3201-2-tot_1_meter,Tot 1 meter,Up to 1 meter
opt-omheining-3201-3-kort_tot_10_meter,Kort (tot 10 meter),Short (up to 10 meters)
opt-omheining-3201-3-lang_30_60_meter,Lang (30–60 meter),Long (30-60 meters)
opt-omheining-3201-3-middel_10_30_meter,Middel (10–30 meter),Medium (10-30 meters)
opt-omheining-3201-3-zeer_lang_60_meter,Zeer lang (60+ meter),Very long (60+ meters)
opt-omheining-3202-1-anders,Anders,Other
opt-omheining-3202-1-betonplaten,Betonplaten,Concrete panels
opt-omheining-3202-1-draadomheining,Draadomheining,Wire fencing
opt-omheining-3202-1-houten_schutting,Houten schutting,Wooden fence
opt-omheining-3202-1-steenkorven,Steenkorven,Stone baskets
opt-omheining-3202-2-andere_stijl_gewenst,Andere stijl gewenst,Different style desired
opt-omheining-3202-2-anders,Anders,Other
opt-omheining-3202-2-beschadigd,Beschadigd,Damaged
opt-omheining-3202-2-verouderd,Verouderd,Outdated
opt-omheining-3202-3-ja,Ja,Yes
opt-omheining-3202-3-nee,Nee,No
opt-omheining-3203-1-anders,Anders,Other
opt-omheining-3203-1-draad_beschadigd,Draad beschadigd,Wire damaged
opt-omheining-3203-1-kapotte_panelen,Kapotte panelen,Broken panels
opt-omheining-3203-1-losse_palen,Losse palen,Loose posts
opt-omheining-3203-2-groot_30_meter,Groot (30+ meter),Large (30+ meters)
opt-omheining-3203-2-klein_enkele_meters,Klein (enkele meters),Small (few meters)
opt-omheining-3203-2-middel_10_30_meter,Middel (10–30 meter),Medium (10-30 meters)
opt-ongediertebestrijding-3301-1-binnen_woning_kantoor,Binnen (woning/kantoor),Indoor (woning/kantoor)
opt-ongediertebestrijding-3301-1-buiten_tuin_garage_schuur,Buiten (tuin/garage/schuur),Outdoor (garden/garage/schuur)
